Sexo;Federación;Comunidad autónoma;periodo;Total
TOTAL;Voleibol;Castilla-La Mancha;2020;4.213
TOTAL;Voleibol;Castilla-La Mancha;2019;3.630
TOTAL;Voleibol;Castilla-La Mancha;2018;3.404
TOTAL;Voleibol;Castilla-La Mancha;2017;3.721
TOTAL;Voleibol;Castilla-La Mancha;2016;3.108
TOTAL;Voleibol;Castilla-La Mancha;2015;3.146
TOTAL;Voleibol;Castilla-La Mancha;2014;3.549
TOTAL;Voleibol;Castilla-La Mancha;2013;2.786
TOTAL;Voleibol;Castilla-La Mancha;2012;3.254
TOTAL;Voleibol;Castilla-La Mancha;2011;3.152
TOTAL;Voleibol;Castilla-La Mancha;2010;3.102
TOTAL;Voleibol;Castilla-La Mancha;2009;2.788
TOTAL;Voleibol;Cataluña;2024;18.354
TOTAL;Voleibol;Cataluña;2023;15.459
TOTAL;Voleibol;Cataluña;2022;12.393
TOTAL;Voleibol;Cataluña;2021;17.904
TOTAL;Voleibol;Cataluña;2020;16.641
TOTAL;Voleibol;Cataluña;2019;17.728
TOTAL;Voleibol;Cataluña;2018;15.352
TOTAL;Voleibol;Cataluña;2017;9.057
TOTAL;Voleibol;Cataluña;2016;7.385
TOTAL;Voleibol;Cataluña;2015;8.728
TOTAL;Voleibol;Cataluña;2014;9.488
TOTAL;Voleibol;Cataluña;2013;6.449
TOTAL;Voleibol;Cataluña;2012;9.195
TOTAL;Voleibol;Cataluña;2011;8.947
TOTAL;Voleibol;Cataluña;2010;7.919
TOTAL;Voleibol;Cataluña;2009;7.301
TOTAL;Voleibol;Comunitat Valenciana;2024;10.275
TOTAL;Voleibol;Comunitat Valenciana;2023;10.392
TOTAL;Voleibol;Comunitat Valenciana;2022;11.098
TOTAL;Voleibol;Comunitat Valenciana;2021;4.387
TOTAL;Voleibol;Comunitat Valenciana;2020;9.109
TOTAL;Voleibol;Comunitat Valenciana;2019;5.426
TOTAL;Voleibol;Comunitat Valenciana;2018;8.504
TOTAL;Voleibol;Comunitat Valenciana;2017;9.391
TOTAL;Voleibol;Comunitat Valenciana;2016;7.855
TOTAL;Voleibol;Comunitat Valenciana;2015;8.074
TOTAL;Voleibol;Comunitat Valenciana;2014;6.623
TOTAL;Voleibol;Comunitat Valenciana;2013;5.047
TOTAL;Voleibol;Comunitat Valenciana;2012;4.675
TOTAL;Voleibol;Comunitat Valenciana;2011;6.454
TOTAL;Voleibol;Comunitat Valenciana;2010;6.866
TOTAL;Voleibol;Comunitat Valenciana;2009;6.661
TOTAL;Voleibol;Extremadura;2024;3.285
TOTAL;Voleibol;Extremadura;2023;2.873
TOTAL;Voleibol;Extremadura;2022;2.757
TOTAL;Voleibol;Extremadura;2021;3.552
TOTAL;Voleibol;Extremadura;2020;4.795
TOTAL;Voleibol;Extremadura;2019;4.174
TOTAL;Voleibol;Extremadura;2018;4.131
TOTAL;Voleibol;Extremadura;2017;3.237
TOTAL;Voleibol;Extremadura;2016;3.802
TOTAL;Voleibol;Extremadura;2015;3.117
TOTAL;Voleibol;Extremadura;2014;1.392
TOTAL;Voleibol;Extremadura;2013;1.367
TOTAL;Voleibol;Extremadura;2012;2.647
TOTAL;Voleibol;Extremadura;2011;1.236
TOTAL;Voleibol;Extremadura;2010;3.402
TOTAL;Voleibol;Extremadura;2009;3.837
TOTAL;Voleibol;Galicia;2024;9.241
TOTAL;Voleibol;Galicia;2023;7.951
TOTAL;Voleibol;Galicia;2022;4.289
TOTAL;Voleibol;Galicia;2021;3.872
TOTAL;Voleibol;Galicia;2020;6.047
TOTAL;Voleibol;Galicia;2019;2.875
TOTAL;Voleibol;Galicia;2018;5.711
TOTAL;Voleibol;Galicia;2017;6.384
TOTAL;Voleibol;Galicia;2016;2.284
TOTAL;Voleibol;Galicia;2015;4.117
TOTAL;Voleibol;Galicia;2014;2.816
TOTAL;Voleibol;Galicia;2013;1.295
TOTAL;Voleibol;Galicia;2012;2.657
TOTAL;Voleibol;Galicia;2011;2.398
TOTAL;Voleibol;Galicia;2010;2.745
TOTAL;Voleibol;Galicia;2009;2.410
TOTAL;Voleibol;Madrid, Comunidad de;2024;20.455
TOTAL;Voleibol;Madrid, Comunidad de;2023;18.558
TOTAL;Voleibol;Madrid, Comunidad de;2022;15.077
TOTAL;Voleibol;Madrid, Comunidad de;2021;11.668
TOTAL;Voleibol;Madrid, Comunidad de;2020;12.962
TOTAL;Voleibol;Madrid, Comunidad de;2019;20.020
TOTAL;Voleibol;Madrid, Comunidad de;2018;15.737
TOTAL;Voleibol;Madrid, Comunidad de;2017;12.005
TOTAL;Voleibol;Madrid, Comunidad de;2016;18.167
TOTAL;Voleibol;Madrid, Comunidad de;2015;15.029
TOTAL;Voleibol;Madrid, Comunidad de;2014;14.882
TOTAL;Voleibol;Madrid, Comunidad de;2013;13.432
TOTAL;Voleibol;Madrid, Comunidad de;2012;10.757
TOTAL;Voleibol;Madrid, Comunidad de;2011;11.303
TOTAL;Voleibol;Madrid, Comunidad de;2010;7.935
TOTAL;Voleibol;Madrid, Comunidad de;2009;11.837
TOTAL;Voleibol;Murcia, Región de;2024;2.397
TOTAL;Voleibol;Murcia, Región de;2023;5.678
TOTAL;Voleibol;Murcia, Región de;2022;2.051
TOTAL;Voleibol;Murcia, Región de;2021;1.760
TOTAL;Voleibol;Murcia, Región de;2020;3.342
TOTAL;Voleibol;Murcia, Región de;2019;4.572
TOTAL;Voleibol;Murcia, Región de;2018;4.102
TOTAL;Voleibol;Murcia, Región de;2017;5.311
TOTAL;Voleibol;Murcia, Región de;2016;3.378
TOTAL;Voleibol;Murcia, Región de;2015;4.465
TOTAL;Voleibol;Murcia, Región de;2014;4.147
TOTAL;Voleibol;Murcia, Región de;2013;4.252
TOTAL;Voleibol;Murcia, Región de;2012;3.471
TOTAL;Voleibol;Murcia, Región de;2011;3.689
TOTAL;Voleibol;Murcia, Región de;2010;4.147
TOTAL;Voleibol;Murcia, Región de;2009;4.787
TOTAL;Voleibol;Navarra, Comunidad Foral de;2024;828
TOTAL;Voleibol;Navarra, Comunidad Foral de;2023;130
TOTAL;Voleibol;Navarra, Comunidad Foral de;2022;527
TOTAL;Voleibol;Navarra, Comunidad Foral de;2021;259
TOTAL;Voleibol;Navarra, Comunidad Foral de;2020;335
TOTAL;Voleibol;Navarra, Comunidad Foral de;2019;337
TOTAL;Voleibol;Navarra, Comunidad Foral de;2018;422
TOTAL;Voleibol;Navarra, Comunidad Foral de;2017;367
TOTAL;Voleibol;Navarra, Comunidad Foral de;2016;158
TOTAL;Voleibol;Navarra, Comunidad Foral de;2015;352
TOTAL;Voleibol;Navarra, Comunidad Foral de;2014;81
TOTAL;Voleibol;Navarra, Comunidad Foral de;2013;91
TOTAL;Voleibol;Navarra, Comunidad Foral de;2012;70
TOTAL;Voleibol;Navarra, Comunidad Foral de;2011;104
TOTAL;Voleibol;Navarra, Comunidad Foral de;2010;71
TOTAL;Voleibol;Navarra, Comunidad Foral de;2009;41
TOTAL;Voleibol;País Vasco;2024;5.325
TOTAL;Voleibol;País Vasco;2023;3.735
TOTAL;Voleibol;País Vasco;2022;2.354
TOTAL;Voleibol;País Vasco;2021;979
TOTAL;Voleibol;País Vasco;2020;4.258
TOTAL;Voleibol;País Vasco;2019;417
TOTAL;Voleibol;País Vasco;2018;3.410
TOTAL;Voleibol;País Vasco;2017;2.764
TOTAL;Voleibol;País Vasco;2016;2.447
TOTAL;Voleibol;País Vasco;2015;1.825
TOTAL;Voleibol;País Vasco;2014;1.232
TOTAL;Voleibol;País Vasco;2013;1.470
TOTAL;Voleibol;País Vasco;2012;1.454
TOTAL;Voleibol;País Vasco;2011;1.280
TOTAL;Voleibol;País Vasco;2010;946
TOTAL;Voleibol;País Vasco;2009;1.191
TOTAL;Voleibol;Rioja, La;2024;924
TOTAL;Voleibol;Rioja, La;2023;936
TOTAL;Voleibol;Rioja, La;2022;702
TOTAL;Voleibol;Rioja, La;2021;249
TOTAL;Voleibol;Rioja, La;2020;410
TOTAL;Voleibol;Rioja, La;2019;522
TOTAL;Voleibol;Rioja, La;2018;1.294
TOTAL;Voleibol;Rioja, La;2017;1.304
TOTAL;Voleibol;Rioja, La;2016;694
TOTAL;Voleibol;Rioja, La;2015;640
TOTAL;Voleibol;Rioja, La;2014;468
TOTAL;Voleibol;Rioja, La;2013;456
TOTAL;Voleibol;Rioja, La;2012;495
TOTAL;Voleibol;Rioja, La;2011;473
TOTAL;Voleibol;Rioja, La;2010;474
TOTAL;Voleibol;Rioja, La;2009;628
TOTAL;Voleibol;Ceuta;2024;0
TOTAL;Voleibol;Ceuta;2023;0
TOTAL;Voleibol;Ceuta;2022;0
TOTAL;Voleibol;Ceuta;2021;0
TOTAL;Voleibol;Ceuta;2020;0
TOTAL;Voleibol;Ceuta;2019;0
TOTAL;Voleibol;Ceuta;2018;0
TOTAL;Voleibol;Ceuta;2017;0
TOTAL;Voleibol;Ceuta;2016;0
TOTAL;Voleibol;Ceuta;2015;0
TOTAL;Voleibol;Ceuta;2014;0
TOTAL;Voleibol;Ceuta;2013;0
TOTAL;Voleibol;Ceuta;2012;0
TOTAL;Voleibol;Ceuta;2011;0
TOTAL;Voleibol;Ceuta;2010;0
TOTAL;Voleibol;Ceuta;2009;0
TOTAL;Voleibol;Melilla;2024;2.532
TOTAL;Voleibol;Melilla;2023;1.684
TOTAL;Voleibol;Melilla;2022;1.198
TOTAL;Voleibol;Melilla;2021;1.193
TOTAL;Voleibol;Melilla;2020;181
TOTAL;Voleibol;Melilla;2019;402
TOTAL;Voleibol;Melilla;2018;572
TOTAL;Voleibol;Melilla;2017;679
TOTAL;Voleibol;Melilla;2016;589
TOTAL;Voleibol;Melilla;2015;560
TOTAL;Voleibol;Melilla;2014;605
TOTAL;Voleibol;Melilla;2013;108
TOTAL;Voleibol;Melilla;2012;121
TOTAL;Voleibol;Melilla;2011;593
TOTAL;Voleibol;Melilla;2010;69
TOTAL;Voleibol;Melilla;2009;31
TOTAL;Voleibol;Sin territorializar;2024;55
TOTAL;Voleibol;Sin territorializar;2023;39
TOTAL;Voleibol;Sin territorializar;2022;33
TOTAL;Voleibol;Sin territorializar;2021;63
TOTAL;Voleibol;Sin territorializar;2020;55
TOTAL;Voleibol;Sin territorializar;2019;45
TOTAL;Voleibol;Sin territorializar;2018;48
TOTAL;Voleibol;Sin territorializar;2017;0
TOTAL;Voleibol;Sin territorializar;2016;0
TOTAL;Voleibol;Sin territorializar;2015;0
TOTAL;Voleibol;Sin territorializar;2014;0
TOTAL;Voleibol;Sin territorializar;2013;0
TOTAL;Voleibol;Sin territorializar;2012;0
TOTAL;Voleibol;Sin territorializar;2011;0
TOTAL;Voleibol;Sin territorializar;2010;0
TOTAL;Voleibol;Sin territorializar;2009;0
Hombres;TOTAL;TOTAL;2024;3.242.189
Hombres;TOTAL;TOTAL;2023;3.251.575
Hombres;TOTAL;TOTAL;2022;3.115.837
Hombres;TOTAL;TOTAL;2021;2.739.011
Hombres;TOTAL;TOTAL;2020;2.937.521
Hombres;TOTAL;TOTAL;2019;3.028.949
Hombres;TOTAL;TOTAL;2018;2.978.250
Hombres;TOTAL;TOTAL;2017;2.921.513
Hombres;TOTAL;TOTAL;2016;2.814.387
Hombres;TOTAL;TOTAL;2015;2.750.851
Hombres;TOTAL;TOTAL;2014;2.674.284
Hombres;TOTAL;TOTAL;2013;2.682.608
Hombres;TOTAL;TOTAL;2012;2.777.082
Hombres;TOTAL;TOTAL;2011;2.824.805
Hombres;TOTAL;TOTAL;2010;2.814.139
Hombres;TOTAL;TOTAL;2009;2.786.194
Hombres;TOTAL;Andalucía;2024;494.513
Hombres;TOTAL;Andalucía;2023;487.114
Hombres;TOTAL;Andalucía;2022;466.114
Hombres;TOTAL;Andalucía;2021;423.420
Hombres;TOTAL;Andalucía;2020;434.819
Hombres;TOTAL;Andalucía;2019;434.491
Hombres;TOTAL;Andalucía;2018;430.033
Hombres;TOTAL;Andalucía;2017;435.216
Hombres;TOTAL;Andalucía;2016;427.621
Hombres;TOTAL;Andalucía;2015;420.763
Hombres;TOTAL;Andalucía;2014;417.065
Hombres;TOTAL;Andalucía;2013;445.981
Hombres;TOTAL;Andalucía;2012;457.439
Hombres;TOTAL;Andalucía;2011;457.325
Hombres;TOTAL;Andalucía;2010;451.270
Hombres;TOTAL;Andalucía;2009;448.444
Hombres;TOTAL;Aragón;2024;123.800
Hombres;TOTAL;Aragón;2023;122.463
Hombres;TOTAL;Aragón;2022;118.277
Hombres;TOTAL;Aragón;2021;107.009
Hombres;TOTAL;Aragón;2020;117.128
Hombres;TOTAL;Aragón;2019;112.547
Hombres;TOTAL;Aragón;2018;110.703
Hombres;TOTAL;Aragón;2017;115.223
Hombres;TOTAL;Aragón;2016;118.543
Hombres;TOTAL;Aragón;2015;116.444
Hombres;TOTAL;Aragón;2014;114.590
Hombres;TOTAL;Aragón;2013;115.777
Hombres;TOTAL;Aragón;2012;121.582
Hombres;TOTAL;Aragón;2011;122.593
Hombres;TOTAL;Aragón;2010;124.333
Hombres;TOTAL;Aragón;2009;124.439
Hombres;TOTAL;Asturias, Principado de;2024;78.630
Hombres;TOTAL;Asturias, Principado de;2023;78.361
Hombres;TOTAL;Asturias, Principado de;2022;78.343
Hombres;TOTAL;Asturias, Principado de;2021;73.920
Hombres;TOTAL;Asturias, Principado de;2020;74.789
Hombres;TOTAL;Asturias, Principado de;2019;75.878
Hombres;TOTAL;Asturias, Principado de;2018;77.007
Hombres;TOTAL;Asturias, Principado de;2017;75.195
Hombres;TOTAL;Asturias, Principado de;2016;76.272
Hombres;TOTAL;Asturias, Principado de;2015;74.761
Hombres;TOTAL;Asturias, Principado de;2014;70.753
Hombres;TOTAL;Asturias, Principado de;2013;68.883
Hombres;TOTAL;Asturias, Principado de;2012;69.808
Hombres;TOTAL;Asturias, Principado de;2011;70.162
Hombres;TOTAL;Asturias, Principado de;2010;72.850
Hombres;TOTAL;Asturias, Principado de;2009;70.693
Hombres;TOTAL;Balears, Illes;2024;88.295
Hombres;TOTAL;Balears, Illes;2023;84.361
Hombres;TOTAL;Balears, Illes;2022;82.287
Hombres;TOTAL;Balears, Illes;2021;78.906
Hombres;TOTAL;Balears, Illes;2020;76.481
Hombres;TOTAL;Balears, Illes;2019;77.710
Hombres;TOTAL;Balears, Illes;2018;74.843
Hombres;TOTAL;Balears, Illes;2017;73.523
Hombres;TOTAL;Balears, Illes;2016;68.691
Hombres;TOTAL;Balears, Illes;2015;65.868
Hombres;TOTAL;Balears, Illes;2014;64.568
Hombres;TOTAL;Balears, Illes;2013;65.372
Hombres;TOTAL;Balears, Illes;2012;65.538
Hombres;TOTAL;Balears, Illes;2011;69.743
Hombres;TOTAL;Balears, Illes;2010;67.203
Hombres;TOTAL;Balears, Illes;2009;67.308
Hombres;TOTAL;Canarias;2024;139.007
Hombres;TOTAL;Canarias;2023;141.761
Hombres;TOTAL;Canarias;2022;134.678
Hombres;TOTAL;Canarias;2021;122.972
Hombres;TOTAL;Canarias;2020;127.826
Hombres;TOTAL;Canarias;2019;130.763
Hombres;TOTAL;Canarias;2018;124.921
Hombres;TOTAL;Canarias;2017;122.880
Hombres;TOTAL;Canarias;2016;122.521
Hombres;TOTAL;Canarias;2015;118.380
Hombres;TOTAL;Canarias;2014;117.207
Hombres;TOTAL;Canarias;2013;112.525
Hombres;TOTAL;Canarias;2012;115.573
Hombres;TOTAL;Canarias;2011;120.817
Hombres;TOTAL;Canarias;2010;118.544
Hombres;TOTAL;Canarias;2009;119.101
Hombres;TOTAL;Cantabria;2024;58.036
Hombres;TOTAL;Cantabria;2023;59.803
Hombres;TOTAL;Cantabria;2022;57.893
Hombres;TOTAL;Cantabria;2021;48.652
Hombres;TOTAL;Cantabria;2020;56.931
Hombres;TOTAL;Cantabria;2019;57.875
Hombres;TOTAL;Cantabria;2018;56.342
Hombres;TOTAL;Cantabria;2017;55.691
Hombres;TOTAL;Cantabria;2016;56.172
Hombres;TOTAL;Cantabria;2015;52.662
Hombres;TOTAL;Cantabria;2014;51.936
Hombres;TOTAL;Cantabria;2013;49.475
Hombres;TOTAL;Cantabria;2012;49.678
Hombres;TOTAL;Cantabria;2011;49.593
Hombres;TOTAL;Cantabria;2010;47.312
Hombres;TOTAL;Cantabria;2009;49.681
Hombres;TOTAL;Castilla y León;2024;152.560
Hombres;TOTAL;Castilla y León;2023;150.782
Hombres;TOTAL;Castilla y León;2022;145.693
Hombres;TOTAL;Castilla y León;2021;118.326
Hombres;TOTAL;Castilla y León;2020;134.469
Hombres;TOTAL;Castilla y León;2019;151.445
Hombres;TOTAL;Castilla y León;2018;146.835
Hombres;TOTAL;Castilla y León;2017;143.807
Hombres;TOTAL;Castilla y León;2016;143.720
Hombres;TOTAL;Castilla y León;2015;141.450
Hombres;TOTAL;Castilla y León;2014;140.624
Hombres;TOTAL;Castilla y León;2013;135.276
Hombres;TOTAL;Castilla y León;2012;142.942
Hombres;TOTAL;Castilla y León;2011;144.548
Hombres;TOTAL;Castilla y León;2010;145.563
Hombres;TOTAL;Castilla y León;2009;150.430
Hombres;TOTAL;Castilla-La Mancha;2024;104.496
Hombres;TOTAL;Castilla-La Mancha;2023;110.071
Hombres;TOTAL;Castilla-La Mancha;2022;108.498
Hombres;TOTAL;Castilla-La Mancha;2021;82.524
Hombres;TOTAL;Castilla-La Mancha;2020;99.562
Hombres;TOTAL;Castilla-La Mancha;2019;105.210
Hombres;TOTAL;Castilla-La Mancha;2018;106.041
Hombres;TOTAL;Castilla-La Mancha;2017;105.426
Hombres;TOTAL;Castilla-La Mancha;2016;101.342
Hombres;TOTAL;Castilla-La Mancha;2015;106.573
Hombres;TOTAL;Castilla-La Mancha;2014;109.451
Hombres;TOTAL;Castilla-La Mancha;2013;109.265
Hombres;TOTAL;Castilla-La Mancha;2012;111.342
Hombres;TOTAL;Castilla-La Mancha;2011;119.814
Hombres;TOTAL;Castilla-La Mancha;2010;125.341
Hombres;TOTAL;Castilla-La Mancha;2009;126.704
Hombres;TOTAL;Cataluña;2024;520.548
Hombres;TOTAL;Cataluña;2023;516.263
Hombres;TOTAL;Cataluña;2022;490.709
Hombres;TOTAL;Cataluña;2021;451.826
Hombres;TOTAL;Cataluña;2020;476.269
Hombres;TOTAL;Cataluña;2019;485.509
Hombres;TOTAL;Cataluña;2018;479.147
Hombres;TOTAL;Cataluña;2017;476.756
Hombres;TOTAL;Cataluña;2016;471.125
Hombres;TOTAL;Cataluña;2015;459.777
Hombres;TOTAL;Cataluña;2014;432.386
Hombres;TOTAL;Cataluña;2013;431.441
Hombres;TOTAL;Cataluña;2012;461.708
Hombres;TOTAL;Cataluña;2011;473.237
Hombres;TOTAL;Cataluña;2010;473.665
Hombres;TOTAL;Cataluña;2009;454.730
Hombres;TOTAL;Comunitat Valenciana;2024;325.231
Hombres;TOTAL;Comunitat Valenciana;2023;318.463
Hombres;TOTAL;Comunitat Valenciana;2022;305.943
Hombres;TOTAL;Comunitat Valenciana;2021;278.863
Hombres;TOTAL;Comunitat Valenciana;2020;274.822
Hombres;TOTAL;Comunitat Valenciana;2019;301.964
Hombres;TOTAL;Comunitat Valenciana;2018;319.201
Hombres;TOTAL;Comunitat Valenciana;2017;316.799
Hombres;TOTAL;Comunitat Valenciana;2016;309.041
Hombres;TOTAL;Comunitat Valenciana;2015;294.392
Hombres;TOTAL;Comunitat Valenciana;2014;286.184
Hombres;TOTAL;Comunitat Valenciana;2013;283.529
Hombres;TOTAL;Comunitat Valenciana;2012;287.991
Hombres;TOTAL;Comunitat Valenciana;2011;294.128
Hombres;TOTAL;Comunitat Valenciana;2010;293.297
Hombres;TOTAL;Comunitat Valenciana;2009;295.711
Hombres;TOTAL;Extremadura;2024;100.361
Hombres;TOTAL;Extremadura;2023;98.029
Hombres;TOTAL;Extremadura;2022;95.676
Hombres;TOTAL;Extremadura;2021;83.282
Hombres;TOTAL;Extremadura;2020;92.946
Hombres;TOTAL;Extremadura;2019;95.653
Hombres;TOTAL;Extremadura;2018;75.527
Hombres;TOTAL;Extremadura;2017;74.223
Hombres;TOTAL;Extremadura;2016;72.226
Hombres;TOTAL;Extremadura;2015;67.544
Hombres;TOTAL;Extremadura;2014;61.909
Hombres;TOTAL;Extremadura;2013;64.159
Hombres;TOTAL;Extremadura;2012;70.596
Hombres;TOTAL;Extremadura;2011;70.150
Hombres;TOTAL;Extremadura;2010;70.330
Hombres;TOTAL;Extremadura;2009;69.668
Hombres;TOTAL;Galicia;2024;224.464
Hombres;TOTAL;Galicia;2023;231.182
Hombres;TOTAL;Galicia;2022;223.188
Hombres;TOTAL;Galicia;2021;176.713
Hombres;TOTAL;Galicia;2020;214.419
Hombres;TOTAL;Galicia;2019;216.763
Hombres;TOTAL;Galicia;2018;219.031
Hombres;TOTAL;Galicia;2017;191.753
Hombres;TOTAL;Galicia;2016;176.324
Hombres;TOTAL;Galicia;2015;168.705
Hombres;TOTAL;Galicia;2014;164.830
Hombres;TOTAL;Galicia;2013;160.383
Hombres;TOTAL;Galicia;2012;172.677
Hombres;TOTAL;Galicia;2011;174.697
Hombres;TOTAL;Galicia;2010;171.411
Hombres;TOTAL;Galicia;2009;153.998
Hombres;TOTAL;Madrid, Comunidad de;2024;433.121
Hombres;TOTAL;Madrid, Comunidad de;2023;426.922
Hombres;TOTAL;Madrid, Comunidad de;2022;406.414
Hombres;TOTAL;Madrid, Comunidad de;2021;342.294
Hombres;TOTAL;Madrid, Comunidad de;2020;364.487
Hombres;TOTAL;Madrid, Comunidad de;2019;376.523
Hombres;TOTAL;Madrid, Comunidad de;2018;368.665
Hombres;TOTAL;Madrid, Comunidad de;2017;341.865
Hombres;TOTAL;Madrid, Comunidad de;2016;331.760
Hombres;TOTAL;Madrid, Comunidad de;2015;330.832
Hombres;TOTAL;Madrid, Comunidad de;2014;322.841
Hombres;TOTAL;Madrid, Comunidad de;2013;317.551
Hombres;TOTAL;Madrid, Comunidad de;2012;317.524
Hombres;TOTAL;Madrid, Comunidad de;2011;322.565
Hombres;TOTAL;Madrid, Comunidad de;2010;317.447
Hombres;TOTAL;Madrid, Comunidad de;2009;322.798
Hombres;TOTAL;Murcia, Región de;2024;103.718
Hombres;TOTAL;Murcia, Región de;2023;118.115
Hombres;TOTAL;Murcia, Región de;2022;100.843
Hombres;TOTAL;Murcia, Región de;2021;92.490
Hombres;TOTAL;Murcia, Región de;2020;105.031
Hombres;TOTAL;Murcia, Región de;2019;105.624
Hombres;TOTAL;Murcia, Región de;2018;100.854
Hombres;TOTAL;Murcia, Región de;2017;98.421
Hombres;TOTAL;Murcia, Región de;2016;78.109
Hombres;TOTAL;Murcia, Región de;2015;76.242
Hombres;TOTAL;Murcia, Región de;2014;74.172
Hombres;TOTAL;Murcia, Región de;2013;74.376
Hombres;TOTAL;Murcia, Región de;2012;74.173
Hombres;TOTAL;Murcia, Región de;2011;75.881
Hombres;TOTAL;Murcia, Región de;2010;79.240
Hombres;TOTAL;Murcia, Región de;2009;75.884
Hombres;TOTAL;Navarra, Comunidad Foral de;2024;60.006
Hombres;TOTAL;Navarra, Comunidad Foral de;2023;61.884
Hombres;TOTAL;Navarra, Comunidad Foral de;2022;60.354
Hombres;TOTAL;Navarra, Comunidad Foral de;2021;55.616
Hombres;TOTAL;Navarra, Comunidad Foral de;2020;56.515
Hombres;TOTAL;Navarra, Comunidad Foral de;2019;55.805
Hombres;TOTAL;Navarra, Comunidad Foral de;2018;56.733
Hombres;TOTAL;Navarra, Comunidad Foral de;2017;55.588
Hombres;TOTAL;Navarra, Comunidad Foral de;2016;55.777
Hombres;TOTAL;Navarra, Comunidad Foral de;2015;55.720
Hombres;TOTAL;Navarra, Comunidad Foral de;2014;53.203
Hombres;TOTAL;Navarra, Comunidad Foral de;2013;55.027
Hombres;TOTAL;Navarra, Comunidad Foral de;2012;54.216
Hombres;TOTAL;Navarra, Comunidad Foral de;2011;55.117
Hombres;TOTAL;Navarra, Comunidad Foral de;2010;53.383
Hombres;TOTAL;Navarra, Comunidad Foral de;2009;51.755
Hombres;TOTAL;País Vasco;2024;193.122
Hombres;TOTAL;País Vasco;2023;203.223
Hombres;TOTAL;País Vasco;2022;198.113
Hombres;TOTAL;País Vasco;2021;164.053
Hombres;TOTAL;País Vasco;2020;191.703
Hombres;TOTAL;País Vasco;2019;205.426
Hombres;TOTAL;País Vasco;2018;194.079
Hombres;TOTAL;País Vasco;2017;200.287
Hombres;TOTAL;País Vasco;2016;162.475
Hombres;TOTAL;País Vasco;2015;158.745
Hombres;TOTAL;País Vasco;2014;151.091
Hombres;TOTAL;País Vasco;2013;151.719
Hombres;TOTAL;País Vasco;2012;160.004
Hombres;TOTAL;País Vasco;2011;160.084
Hombres;TOTAL;País Vasco;2010;159.039
Hombres;TOTAL;País Vasco;2009;163.873
Hombres;TOTAL;Rioja, La;2024;26.685
Hombres;TOTAL;Rioja, La;2023;26.820
Hombres;TOTAL;Rioja, La;2022;26.370
Hombres;TOTAL;Rioja, La;2021;22.811
Hombres;TOTAL;Rioja, La;2020;25.479
Hombres;TOTAL;Rioja, La;2019;25.985
Hombres;TOTAL;Rioja, La;2018;25.222
Hombres;TOTAL;Rioja, La;2017;25.201
Hombres;TOTAL;Rioja, La;2016;25.369
Hombres;TOTAL;Rioja, La;2015;25.236
Hombres;TOTAL;Rioja, La;2014;24.801
Hombres;TOTAL;Rioja, La;2013;27.039
Hombres;TOTAL;Rioja, La;2012;28.379
Hombres;TOTAL;Rioja, La;2011;28.422
Hombres;TOTAL;Rioja, La;2010;28.316
Hombres;TOTAL;Rioja, La;2009;26.399
Hombres;TOTAL;Ceuta;2024;5.673
Hombres;TOTAL;Ceuta;2023;5.262
Hombres;TOTAL;Ceuta;2022;4.746
Hombres;TOTAL;Ceuta;2021;4.341
Hombres;TOTAL;Ceuta;2020;4.516
Hombres;TOTAL;Ceuta;2019;4.136
Hombres;TOTAL;Ceuta;2018;4.805
Hombres;TOTAL;Ceuta;2017;5.032
Hombres;TOTAL;Ceuta;2016;7.258
Hombres;TOTAL;Ceuta;2015;7.109
Hombres;TOTAL;Ceuta;2014;6.733
Hombres;TOTAL;Ceuta;2013;6.360
Hombres;TOTAL;Ceuta;2012;6.932
Hombres;TOTAL;Ceuta;2011;6.508
Hombres;TOTAL;Ceuta;2010;6.772
Hombres;TOTAL;Ceuta;2009;6.421
Hombres;TOTAL;Melilla;2024;8.084
Hombres;TOTAL;Melilla;2023;9.106
Hombres;TOTAL;Melilla;2022;8.878
Hombres;TOTAL;Melilla;2021;7.430
Hombres;TOTAL;Melilla;2020;7.473
Hombres;TOTAL;Melilla;2019;7.592
Hombres;TOTAL;Melilla;2018;6.752
Hombres;TOTAL;Melilla;2017;6.235
Hombres;TOTAL;Melilla;2016;7.210
Hombres;TOTAL;Melilla;2015;6.696
Hombres;TOTAL;Melilla;2014;6.485
Hombres;TOTAL;Melilla;2013;6.063
Hombres;TOTAL;Melilla;2012;7.276
Hombres;TOTAL;Melilla;2011;8.594
Hombres;TOTAL;Melilla;2010;7.877
Hombres;TOTAL;Melilla;2009;7.131
Hombres;TOTAL;Sin territorializar;2024;1.839
Hombres;TOTAL;Sin territorializar;2023;1.590
Hombres;TOTAL;Sin territorializar;2022;2.820
Hombres;TOTAL;Sin territorializar;2021;3.563
Hombres;TOTAL;Sin territorializar;2020;1.856
Hombres;TOTAL;Sin territorializar;2019;2.050
Hombres;TOTAL;Sin territorializar;2018;1.509
Hombres;TOTAL;Sin territorializar;2017;2.392
Hombres;TOTAL;Sin territorializar;2016;2.831
Hombres;TOTAL;Sin territorializar;2015;2.952
Hombres;TOTAL;Sin territorializar;2014;3.455
Hombres;TOTAL;Sin territorializar;2013;2.407
Hombres;TOTAL;Sin territorializar;2012;1.704
